age,marital,education,balance,housing,loan,duration,y
34,married,secondary,256,yes,no,201,no
34,single,tertiary,48,yes,no,810,yes
43,single,tertiary,1806,yes,no,161,no
35,married,tertiary,2088,yes,no,94,no
82,married,secondary,0,no,no,150,no
32,married,secondary,386,no,no,305,no
36,single,tertiary,7252,no,no,153,no
43,married,tertiary,422,no,no,110,no
58,divorced,primary,1299,no,no,58,no
64,married,primary,1904,no,no,67,no
55,married,primary,113,no,no,306,yes
35,single,secondary,3636,no,no,202,no
58,divorced,secondary,462,no,no,332,yes
26,single,secondary,50,yes,no,153,no
33,married,tertiary,476,yes,no,113,no
69,married,primary,324,no,no,875,no
33,single,secondary,498,no,no,338,yes
23,single,tertiary,1502,no,no,96,no
80,married,secondary,1610,no,no,71,no
57,married,secondary,7633,no,no,301,no
34,single,tertiary,415,no,no,123,no
76,divorced,primary,86,no,no,192,no
49,single,secondary,5802,no,no,175,no
69,married,primary,279,no,no,26,no
32,single,tertiary,354,no,no,363,no
43,married,tertiary,2643,no,no,188,yes
33,married,tertiary,4401,no,no,96,no
46,married,secondary,0,no,no,107,no
30,single,primary,334,no,no,188,no
64,married,secondary,1370,no,no,174,no
44,married,unknown,163,yes,no,44,no
49,married,secondary,905,no,no,90,no
53,married,unknown,442,yes,no,166,no
34,married,secondary,1337,no,no,255,yes
25,single,tertiary,2305,no,no,222,no
19,single,primary,56,no,no,246,no
44,married,tertiary,1818,yes,yes,120,no
46,married,secondary,1040,no,no,542,no
26,single,tertiary,1643,no,no,243,no
50,married,secondary,238,yes,no,216,no
74,married,secondary,291,no,no,543,no
30,married,secondary,6843,no,no,227,no
26,single,secondary,374,no,no,478,no
31,married,tertiary,1812,no,no,112,no
36,married,secondary,2474,yes,no,107,no
40,married,secondary,2064,no,no,107,no
30,single,tertiary,1159,no,no,95,no
32,divorced,tertiary,3271,no,no,162,no
35,married,unknown,618,no,no,293,yes
32,single,tertiary,1246,yes,no,68,no
43,single,secondary,451,no,no,289,yes
62,married,tertiary,10373,no,no,344,no
70,married,tertiary,6797,no,no,298,no
61,married,secondary,1471,no,no,331,no
43,divorced,primary,5805,no,no,111,no
74,married,primary,0,no,no,562,yes
45,divorced,primary,11,no,no,489,yes
38,single,secondary,0,no,no,255,no
47,married,secondary,4,no,no,73,no
32,single,tertiary,696,no,yes,101,no
38,married,secondary,1165,yes,no,784,yes
52,married,tertiary,1785,no,no,349,no
77,married,tertiary,699,no,no,425,yes
58,married,primary,0,no,no,181,no
67,married,secondary,1146,no,no,187,no
71,married,secondary,3,no,no,1175,no
32,single,tertiary,2465,no,no,414,yes
32,married,tertiary,1388,yes,no,102,no
32,single,secondary,5,yes,yes,200,no
29,single,tertiary,41,yes,no,148,yes
40,married,tertiary,99,no,no,220,no
26,single,tertiary,-8,no,no,402,no
31,married,secondary,35,no,no,315,yes
30,married,tertiary,802,yes,no,105,no
69,single,unknown,2493,no,no,368,no
29,single,secondary,314,no,no,485,no
36,married,tertiary,341,no,no,282,yes
50,married,secondary,3169,no,no,399,yes
51,married,secondary,2281,no,no,164,no
44,divorced,secondary,14,no,no,234,yes
71,married,secondary,1651,no,no,791,no
67,married,secondary,0,no,no,1152,no
26,single,secondary,611,no,no,138,no
36,married,tertiary,1109,no,no,328,no
66,married,secondary,4785,no,no,72,no
37,married,secondary,24,yes,no,136,no
77,married,secondary,610,no,no,766,no
60,married,secondary,523,no,no,192,yes
33,married,secondary,1604,no,no,78,no
33,married,tertiary,641,yes,no,347,no
23,single,secondary,431,no,no,496,yes
34,married,tertiary,39,no,no,160,no
56,married,tertiary,616,no,no,293,yes
39,married,tertiary,1301,no,no,233,no
33,single,secondary,2859,yes,no,105,no
76,married,primary,3324,no,no,227,yes
72,married,primary,2079,no,no,100,no
37,single,tertiary,8066,no,no,57,no
28,single,secondary,231,yes,yes,129,no
24,single,secondary,0,no,no,74,no
24,single,secondary,382,no,no,103,no
66,divorced,primary,204,no,no,213,no
42,single,tertiary,3371,yes,yes,284,no
33,married,secondary,920,no,no,111,no
29,married,tertiary,30,no,no,83,no
21,single,secondary,691,no,no,219,no
33,married,secondary,227,yes,yes,477,yes
35,single,tertiary,5007,yes,no,73,no
28,single,secondary,113,no,no,204,yes
34,married,tertiary,3160,yes,no,726,no
27,single,secondary,4590,yes,no,75,no
35,married,secondary,1368,no,no,159,no
48,married,secondary,1559,no,no,344,no
34,married,tertiary,882,no,no,135,no
54,married,secondary,473,no,yes,112,no
74,divorced,primary,166,no,no,99,no
36,single,tertiary,994,no,no,185,no
48,married,tertiary,3118,no,no,371,no
26,single,tertiary,-67,yes,no,143,no
45,married,secondary,0,no,no,99,no
57,divorced,primary,1198,no,no,146,no
34,single,tertiary,2279,no,no,284,no
34,single,tertiary,13014,no,no,738,yes
30,single,tertiary,305,no,no,75,no
56,married,primary,9367,no,no,320,yes
35,single,tertiary,4233,no,no,135,no
50,divorced,secondary,0,no,no,43,no
30,single,tertiary,499,yes,no,92,no
45,single,tertiary,2067,yes,no,393,yes
36,single,secondary,376,no,no,479,yes
57,single,tertiary,842,no,no,284,yes
35,married,tertiary,1471,yes,yes,236,no
30,single,tertiary,3115,no,no,217,no
34,single,tertiary,1228,no,no,99,no
30,married,tertiary,877,no,no,202,no
33,married,secondary,5164,no,no,238,no
33,married,tertiary,3363,yes,yes,158,no
66,single,tertiary,6483,no,no,275,no
49,married,tertiary,1235,no,no,354,yes
29,single,tertiary,453,no,no,126,no
49,married,tertiary,1,no,no,640,yes
33,married,secondary,1737,no,no,228,no
58,married,secondary,1227,no,no,182,no
37,married,secondary,775,no,no,150,yes
74,married,tertiary,6027,no,no,233,no
67,married,primary,10776,no,no,176,no
37,married,tertiary,1276,no,no,156,yes
35,single,tertiary,18111,no,no,172,yes
59,divorced,secondary,2026,no,no,185,no
68,married,primary,2301,no,no,90,no
21,single,secondary,6844,no,no,126,no
57,married,secondary,169,no,no,180,no
29,single,secondary,486,no,no,151,no
43,married,secondary,775,no,no,98,no
45,married,tertiary,1433,no,no,117,no
46,single,tertiary,44,no,no,225,yes
26,single,secondary,255,no,no,209,yes
54,married,tertiary,1778,no,no,319,no
33,married,tertiary,263,no,no,257,no
69,married,primary,579,no,no,230,no
47,married,secondary,926,no,no,436,yes
63,divorced,secondary,4833,no,no,415,no
59,divorced,tertiary,3368,no,no,260,no
58,divorced,tertiary,5701,no,no,92,no
36,married,primary,1506,no,no,326,yes
19,single,unknown,60,no,no,253,no
28,single,tertiary,373,yes,no,78,no
26,single,tertiary,777,yes,no,260,no
37,married,tertiary,332,yes,no,190,no
64,married,tertiary,846,no,no,107,no
36,divorced,secondary,2843,no,no,186,yes
22,single,secondary,47,no,no,236,no
38,divorced,secondary,902,yes,no,108,no
37,single,unknown,444,no,no,137,yes
62,married,tertiary,557,no,no,185,yes
29,single,unknown,145,no,no,105,no
26,single,secondary,535,no,no,125,yes
72,single,tertiary,614,no,no,553,no
45,married,tertiary,2671,no,no,94,yes
33,married,tertiary,271,yes,no,801,yes
63,married,secondary,896,yes,no,276,yes
23,married,secondary,272,no,no,100,yes
57,married,secondary,479,no,no,82,no
55,married,primary,16432,no,no,482,no
20,single,secondary,210,no,no,101,no
25,single,tertiary,528,no,no,201,yes
32,married,tertiary,2976,yes,no,88,no
60,married,unknown,209,no,no,391,yes
44,married,tertiary,226,yes,no,190,yes
32,single,tertiary,12607,no,no,203,no
33,single,tertiary,1974,no,no,498,yes
39,married,tertiary,942,yes,no,880,yes
36,single,secondary,1228,yes,no,153,no
46,married,unknown,336,yes,no,260,yes
41,divorced,secondary,220,yes,no,142,no
32,single,secondary,551,yes,no,99,no
33,married,tertiary,300,no,no,70,no
25,single,secondary,4147,no,no,211,yes
35,single,tertiary,7218,no,no,224,no
54,married,secondary,0,no,no,159,no
39,married,tertiary,11766,yes,no,313,no
35,married,secondary,1577,yes,yes,80,no
32,married,tertiary,8023,no,no,219,no
42,married,primary,-306,yes,no,308,yes
25,single,unknown,1179,no,no,43,no
55,married,tertiary,0,no,no,116,no
27,single,secondary,1123,no,no,75,no
73,married,tertiary,2575,no,no,152,no
56,married,unknown,4623,no,no,348,yes
82,married,secondary,276,no,no,199,yes
70,married,tertiary,15265,no,no,551,no
57,married,secondary,139,no,no,80,no
77,married,tertiary,0,no,no,286,yes
31,single,tertiary,1441,no,no,156,no
56,married,secondary,241,yes,no,97,no
36,single,tertiary,1189,no,no,220,yes
34,single,secondary,1227,no,no,122,no
26,single,secondary,0,no,no,237,no
30,married,tertiary,591,yes,no,115,no
29,single,unknown,7585,no,no,123,no
26,single,tertiary,948,yes,no,125,no
45,divorced,secondary,982,yes,no,123,no
52,married,tertiary,7,no,no,366,no
35,single,tertiary,431,no,no,343,yes
50,married,secondary,2218,yes,no,711,yes
58,married,tertiary,1394,no,no,628,no
39,single,tertiary,763,no,no,192,no
36,married,secondary,953,yes,no,80,no
67,married,unknown,696,no,no,119,no
62,married,secondary,1495,no,no,606,yes
26,single,tertiary,828,yes,no,156,yes
67,married,primary,585,no,no,109,no
36,single,tertiary,609,no,no,33,no
24,married,secondary,556,yes,no,460,yes
26,single,tertiary,2506,no,no,134,no
61,married,secondary,1128,no,no,243,no
70,married,tertiary,10171,no,no,65,no
71,married,unknown,1741,no,no,177,no
52,married,tertiary,583,no,no,61,no
55,married,tertiary,12972,no,no,205,yes
58,married,tertiary,883,no,no,543,no
37,married,tertiary,3794,no,no,147,no
22,single,secondary,948,no,no,215,yes
30,single,secondary,48,no,no,161,yes
79,married,primary,0,no,no,90,no
30,married,secondary,136,no,no,101,no
39,single,secondary,445,no,no,108,no
55,divorced,tertiary,0,no,no,237,yes
35,divorced,tertiary,3751,yes,no,210,no
32,married,tertiary,2688,no,no,101,no
44,married,tertiary,-600,yes,no,360,no
34,married,tertiary,0,no,no,148,yes
64,married,secondary,4083,no,no,117,no
65,married,secondary,3812,no,no,363,no
31,married,tertiary,537,yes,no,216,yes
55,married,secondary,1938,no,yes,193,yes
34,single,tertiary,5,no,no,370,yes
49,single,secondary,9131,yes,no,532,yes
49,single,tertiary,2209,no,no,307,no
69,married,primary,1080,no,no,197,no
60,married,secondary,0,no,no,280,no
67,divorced,tertiary,443,no,no,441,yes
49,married,tertiary,629,no,no,431,no
56,divorced,secondary,256,no,no,220,no
67,married,unknown,6320,no,no,578,no
57,married,tertiary,1458,no,no,250,no
58,married,tertiary,0,no,no,207,no
43,married,secondary,132,no,no,574,yes
63,married,secondary,1612,no,no,399,no
22,single,secondary,4111,no,yes,65,no
89,married,tertiary,553,no,no,2027,no
26,single,tertiary,3704,no,no,238,yes
35,single,tertiary,2658,yes,no,768,yes
25,single,tertiary,3411,no,no,225,yes
38,divorced,secondary,407,yes,yes,89,no
51,married,tertiary,0,yes,yes,263,no
59,divorced,secondary,1,no,no,335,yes
44,married,secondary,10905,no,no,240,yes
42,married,tertiary,976,no,no,164,yes
76,married,tertiary,0,no,no,170,no
29,single,tertiary,2531,no,no,634,yes
32,married,tertiary,1270,no,no,232,yes
30,single,tertiary,5359,no,no,145,yes
39,single,tertiary,139,no,no,328,no
38,married,secondary,10596,no,no,195,yes
36,single,secondary,5871,no,no,321,no
47,divorced,secondary,80,no,no,196,no
81,married,secondary,1,no,no,65,no
22,single,tertiary,691,no,no,338,yes
34,married,tertiary,4859,no,no,262,no
28,single,secondary,67,no,no,329,yes
74,married,primary,10253,no,no,84,no
25,single,tertiary,347,no,no,267,yes
34,single,tertiary,9962,no,no,474,yes
59,married,tertiary,2239,no,no,377,yes
59,married,tertiary,1978,yes,no,928,no
63,married,primary,0,no,no,110,no
27,single,tertiary,11862,no,no,217,yes
51,married,secondary,1797,yes,no,168,no
33,single,tertiary,8514,no,no,131,no
28,single,secondary,1925,no,no,147,no
62,divorced,secondary,0,yes,no,158,yes
43,married,tertiary,3186,no,no,151,no
50,married,tertiary,24,no,no,157,no
24,single,secondary,228,no,no,99,no
73,married,unknown,519,no,no,91,no
35,single,tertiary,1756,no,no,195,yes
45,married,secondary,4068,no,no,184,yes
33,single,secondary,0,no,no,201,no
46,married,secondary,368,no,no,293,yes
48,divorced,tertiary,1010,yes,no,65,no
58,married,secondary,385,no,no,64,no
34,married,secondary,1406,yes,no,63,yes
34,married,tertiary,197,no,no,78,yes
37,single,secondary,781,no,no,75,no
61,married,secondary,967,no,no,180,no
42,married,primary,5310,yes,no,273,yes
21,single,secondary,1746,no,no,487,no
20,single,secondary,215,no,no,228,yes
60,married,secondary,106,no,no,216,yes
60,divorced,secondary,2063,no,no,54,no
25,single,secondary,3090,no,no,139,no
39,married,secondary,18,yes,no,102,no
60,married,primary,211,no,no,406,no
47,married,tertiary,0,no,yes,374,yes
52,divorced,secondary,363,yes,no,168,yes
64,divorced,secondary,630,no,no,97,no
31,married,tertiary,1251,no,no,282,no
61,married,secondary,1046,yes,no,158,yes
25,single,secondary,469,no,no,273,yes
18,single,unknown,35,no,no,104,no
34,married,tertiary,10,no,no,90,no
37,married,secondary,1314,yes,no,200,no
53,married,tertiary,0,yes,no,53,no
39,married,unknown,3252,no,no,298,no
65,married,secondary,2326,no,yes,276,yes
50,married,secondary,3370,no,no,531,yes
27,single,tertiary,5741,no,no,72,no
22,single,secondary,144,no,no,116,yes
43,single,secondary,733,yes,no,126,yes
59,married,tertiary,474,no,no,252,yes
27,single,tertiary,377,no,no,171,no
53,divorced,tertiary,-309,yes,no,343,yes
28,single,tertiary,3733,yes,no,419,no
38,married,secondary,6728,no,no,252,yes
71,divorced,secondary,5584,no,no,534,yes
32,married,tertiary,227,no,no,148,no
57,married,tertiary,16,no,no,200,no
28,married,secondary,61,yes,no,744,yes
59,married,secondary,1047,no,no,438,yes
71,married,tertiary,2651,no,no,73,no
64,married,tertiary,14170,no,no,62,no
44,married,unknown,21,no,no,323,no
29,single,tertiary,265,no,no,130,yes
51,married,secondary,117,no,no,467,yes
70,married,primary,2346,no,no,190,no
48,married,tertiary,5473,no,no,232,yes
37,married,tertiary,165,no,no,315,no
58,married,tertiary,1313,no,no,420,no
66,married,primary,1943,no,no,401,no
18,single,secondary,5,no,no,143,no
39,married,secondary,116,no,no,79,no
42,married,secondary,16517,no,no,497,no
40,married,tertiary,2430,no,no,87,no
51,married,unknown,2337,yes,no,46,no
77,married,primary,680,no,no,103,no
72,married,secondary,676,no,no,188,no
40,single,tertiary,0,yes,no,79,no
35,single,secondary,1810,yes,no,52,no
23,single,secondary,8494,no,no,158,no
57,married,secondary,5631,no,no,68,no
37,married,primary,106,yes,no,511,yes
37,married,tertiary,127,yes,no,192,yes
30,married,tertiary,324,no,no,585,no
33,married,secondary,369,no,no,83,no
45,married,tertiary,8564,no,no,53,no
64,married,primary,67,no,no,153,no
53,married,secondary,65,no,no,41,no
64,divorced,tertiary,17875,no,no,173,no
34,single,unknown,1281,no,no,279,no
36,married,tertiary,506,no,no,47,no
18,single,unknown,3,no,no,130,yes
34,single,secondary,745,yes,yes,76,no
64,married,tertiary,380,no,no,479,yes
69,married,secondary,0,no,no,412,yes
48,married,tertiary,1519,no,no,360,no
36,married,tertiary,255,no,no,242,yes
43,married,secondary,2145,no,no,291,yes
49,married,secondary,3466,yes,no,161,no
43,divorced,tertiary,9,yes,no,89,no
28,single,tertiary,730,yes,no,78,no
63,married,primary,91,no,no,128,yes
36,married,secondary,3064,yes,no,240,no
35,single,tertiary,992,yes,no,79,no
70,married,secondary,1853,no,no,314,yes
60,single,primary,11262,no,no,323,yes
26,single,secondary,620,no,no,76,no
61,married,secondary,399,no,no,81,no
84,married,primary,1702,no,no,185,no
86,divorced,primary,0,no,no,189,yes
40,married,secondary,3056,no,no,103,no
64,married,unknown,34,no,no,244,yes
72,married,secondary,1129,no,no,186,yes
42,married,tertiary,294,no,no,513,yes
60,married,tertiary,108,no,no,624,yes
43,single,tertiary,1696,yes,no,257,yes
39,divorced,secondary,385,no,no,143,no
21,single,primary,1596,no,no,115,no
25,single,secondary,331,no,no,170,yes
36,single,tertiary,40,no,no,359,no
51,married,tertiary,2582,no,no,197,no
57,divorced,unknown,854,no,no,700,yes
31,single,tertiary,404,no,no,125,no
29,single,secondary,382,no,no,64,no
28,single,tertiary,223,yes,no,157,yes
36,single,secondary,40,yes,no,259,yes
26,single,tertiary,97,no,no,382,no
59,married,secondary,1341,no,no,154,no
66,married,secondary,2048,no,no,212,yes
33,single,tertiary,3689,no,no,445,yes
25,single,tertiary,11,no,yes,236,no
29,single,secondary,323,no,no,148,no
36,single,secondary,539,yes,no,398,yes
29,single,secondary,590,no,no,81,yes
28,single,secondary,27,no,no,294,no
43,divorced,secondary,1612,no,no,119,no
68,married,tertiary,2820,no,no,109,no
31,single,primary,660,yes,no,207,no
62,married,secondary,780,no,no,162,yes
32,married,secondary,31,no,no,125,no
36,divorced,tertiary,289,yes,yes,67,no
34,single,secondary,2583,no,no,64,no
26,single,secondary,38,no,no,268,no
65,divorced,tertiary,0,no,no,248,no
42,married,secondary,1535,yes,no,121,no
32,married,tertiary,937,no,no,90,no
34,single,tertiary,612,no,no,81,no
28,single,tertiary,4985,yes,no,108,no
39,married,tertiary,93,yes,no,65,no
72,divorced,primary,0,no,no,359,no
34,married,secondary,1464,yes,no,207,yes
35,single,tertiary,7546,yes,no,255,no
29,single,tertiary,1311,no,no,622,yes
30,married,tertiary,7,yes,no,173,yes
66,divorced,secondary,220,no,no,283,no
28,single,tertiary,207,no,no,129,no
32,married,tertiary,636,yes,no,370,yes
62,married,secondary,13,no,no,36,no
39,single,primary,24277,no,no,261,yes
32,married,secondary,1026,no,no,94,no
22,single,secondary,1564,no,no,36,no
38,single,tertiary,0,no,no,247,no
55,divorced,secondary,1872,no,no,155,yes
36,single,tertiary,490,no,no,207,yes
76,married,primary,2632,no,no,368,no
34,married,secondary,0,yes,no,79,no
34,single,tertiary,747,no,no,72,no
33,single,tertiary,2340,no,no,65,no
34,married,tertiary,980,no,no,69,no
36,single,tertiary,953,yes,no,102,no
73,married,secondary,250,no,no,245,no
27,single,tertiary,118,no,no,160,yes
45,married,tertiary,4119,yes,yes,473,yes
63,married,secondary,243,no,no,114,no
49,married,tertiary,99,yes,yes,83,no
55,married,unknown,1504,yes,no,186,yes
41,married,tertiary,285,yes,no,90,no
55,married,tertiary,2960,yes,no,81,no
52,married,secondary,2087,yes,no,267,yes
34,single,secondary,15,no,no,104,no
53,divorced,tertiary,6649,yes,no,106,no
49,single,tertiary,5689,no,no,470,yes
38,married,secondary,748,yes,no,98,no
25,single,tertiary,1231,no,no,271,yes
37,married,tertiary,7620,no,no,164,no
22,single,secondary,652,no,no,139,no
30,married,primary,201,yes,no,219,yes
36,married,secondary,191,no,no,69,no
34,single,secondary,869,no,no,89,no
33,single,secondary,1429,yes,no,268,yes
21,single,secondary,557,no,no,197,no
23,single,secondary,922,no,no,81,no
32,single,tertiary,59649,no,no,69,no
43,divorced,unknown,7702,no,no,108,no
74,married,primary,2894,no,no,97,no
39,married,tertiary,119,yes,no,265,yes
35,married,tertiary,4,no,no,157,no
62,married,secondary,816,no,no,28,no
43,married,unknown,970,yes,no,513,no
26,single,tertiary,200,no,no,91,no
48,divorced,tertiary,17964,yes,no,120,yes
63,married,unknown,1849,no,no,109,no
45,married,unknown,886,yes,no,115,no
63,married,primary,2287,no,no,490,no
37,married,tertiary,310,no,no,76,no
82,married,primary,103,no,no,368,no
24,single,secondary,1298,no,no,86,no
30,single,tertiary,4129,no,no,77,no
36,married,tertiary,1113,no,no,212,yes
27,married,secondary,1596,no,no,82,yes
51,married,tertiary,2635,no,no,181,yes
25,single,secondary,162,yes,no,531,yes
35,single,secondary,183,no,no,516,no
48,married,secondary,568,yes,no,378,yes
70,married,secondary,2626,no,no,140,yes
63,married,secondary,4752,no,no,233,yes
39,married,secondary,973,yes,no,172,no
34,single,secondary,528,yes,no,121,yes
38,married,tertiary,1198,yes,no,91,no
44,married,secondary,764,yes,no,232,no
19,single,secondary,4,no,no,114,no
32,married,tertiary,1270,no,no,420,no
46,married,tertiary,2552,no,no,260,yes
71,married,tertiary,653,no,no,471,yes
83,divorced,primary,0,no,no,225,no
44,single,tertiary,2033,no,no,444,yes
37,single,secondary,0,yes,yes,144,no
36,married,tertiary,86,yes,no,104,no
31,single,tertiary,3343,no,no,365,yes
32,married,secondary,995,no,no,331,yes
51,married,tertiary,994,no,no,268,no
72,married,secondary,6199,no,no,531,no
27,single,tertiary,313,no,yes,167,no
45,married,tertiary,40,yes,no,81,no
40,single,tertiary,7968,no,no,733,yes
30,divorced,secondary,419,no,no,72,no
62,married,tertiary,0,no,no,299,yes
55,married,tertiary,0,yes,yes,187,no
69,divorced,secondary,6850,no,no,2055,no
46,married,tertiary,1950,no,no,56,no
30,single,secondary,0,no,no,316,yes
73,single,secondary,1050,no,no,73,no
47,married,tertiary,0,yes,no,65,no
55,married,primary,2587,no,no,328,yes
35,married,secondary,2789,yes,no,256,no
60,married,secondary,5267,no,no,520,yes
57,divorced,tertiary,6468,yes,no,730,yes
30,single,tertiary,1675,no,no,181,no
52,married,secondary,1423,no,no,384,no
37,married,unknown,4565,no,no,369,no
69,married,secondary,148,no,no,101,no
24,single,secondary,154,no,no,205,no
43,married,tertiary,13450,yes,no,128,no
26,single,tertiary,9447,no,no,113,no
59,single,secondary,4744,no,no,879,yes
31,single,tertiary,882,no,no,293,yes
26,single,secondary,1231,yes,no,230,yes
73,married,unknown,3443,no,no,770,yes
30,single,secondary,2568,no,no,563,yes
62,married,secondary,565,no,no,123,no
51,married,primary,339,no,no,313,no
33,single,unknown,5969,no,no,156,no
35,single,tertiary,80,no,no,434,yes
32,married,tertiary,2667,yes,no,171,no
19,single,secondary,527,no,no,154,no
65,married,primary,2179,yes,no,112,no
74,married,primary,0,no,no,113,no
38,married,primary,3195,no,no,244,no
48,married,primary,606,no,no,589,no
64,married,tertiary,1644,no,no,569,yes
36,married,tertiary,1354,no,no,281,yes
55,married,secondary,602,no,no,350,yes
72,married,secondary,6253,no,no,456,no
63,married,tertiary,1795,no,no,219,yes
35,single,tertiary,7918,no,no,497,yes
62,married,secondary,367,no,no,221,no
33,married,secondary,2147,no,no,669,no
57,married,tertiary,4451,no,yes,133,no
42,single,tertiary,0,no,no,99,no
64,married,unknown,2280,no,no,289,no
33,married,tertiary,1390,no,no,92,no
24,single,tertiary,0,yes,no,89,no
41,single,tertiary,6116,no,no,97,no
52,married,secondary,0,yes,no,211,yes
53,married,secondary,1182,yes,no,82,no
25,single,tertiary,490,no,no,394,no
34,single,tertiary,268,no,no,587,yes
78,married,primary,301,no,no,537,no
86,divorced,unknown,157,no,no,147,no
27,married,tertiary,1991,no,yes,510,no
36,married,secondary,52,yes,no,351,yes
31,single,tertiary,924,no,no,231,yes
25,single,tertiary,89,no,no,274,no
45,single,tertiary,1411,no,no,800,yes
35,single,tertiary,44,no,no,310,no
24,single,secondary,2696,no,no,107,no
59,married,tertiary,315,no,no,98,no
26,single,secondary,3529,no,yes,57,no
57,married,primary,772,yes,no,201,no
47,single,primary,3033,no,no,293,yes
50,married,tertiary,6574,no,no,495,yes
31,married,tertiary,155,yes,no,214,no
70,divorced,secondary,0,no,no,206,yes
22,single,unknown,2281,no,no,221,no
43,married,secondary,2160,no,no,261,yes
18,single,unknown,108,no,no,169,yes
34,married,tertiary,1022,yes,no,219,no
33,married,secondary,409,no,no,165,yes
24,single,secondary,726,no,no,445,yes
56,married,unknown,230,no,no,167,no
25,single,secondary,1871,no,no,260,yes
26,single,tertiary,1094,yes,no,137,yes
32,single,tertiary,2915,no,no,519,yes
28,single,secondary,1633,no,no,233,no
31,single,tertiary,0,yes,no,76,no
25,single,unknown,480,no,no,140,yes
39,married,secondary,1587,yes,no,108,yes
58,married,tertiary,1227,no,no,400,yes
19,single,secondary,88,no,no,191,no
37,married,secondary,4321,no,no,421,no
42,married,tertiary,1205,no,no,376,yes
30,single,secondary,161,no,yes,298,yes
57,divorced,secondary,0,no,no,121,no
76,divorced,primary,802,no,no,475,yes
79,married,secondary,723,no,no,276,yes
40,married,secondary,732,no,no,71,no
70,married,primary,6538,no,no,394,yes
35,married,tertiary,2161,no,no,569,yes
30,single,tertiary,147,no,no,234,yes
60,married,secondary,0,no,no,408,yes
50,married,primary,3764,no,no,214,yes
35,married,secondary,114,yes,yes,105,no
51,married,secondary,1416,no,no,345,yes
71,married,tertiary,14220,yes,no,397,yes
81,divorced,primary,519,no,no,488,no
30,married,secondary,208,no,no,324,no
31,single,tertiary,12569,no,no,344,yes
67,married,unknown,714,no,no,372,no
69,married,secondary,745,no,no,595,no
45,married,secondary,129,yes,no,307,no
77,single,primary,300,no,no,511,no
62,married,secondary,495,no,yes,494,no
82,divorced,unknown,0,no,no,277,no
32,single,secondary,555,yes,no,344,yes
70,single,primary,0,no,no,145,no
32,married,tertiary,1676,yes,no,223,no
34,married,tertiary,158,no,no,278,yes
28,single,secondary,261,yes,yes,259,yes
67,married,tertiary,1979,no,no,105,no
45,married,tertiary,786,no,no,84,yes
32,married,secondary,889,yes,no,185,yes
32,single,tertiary,1954,yes,yes,107,no
62,married,primary,383,no,no,276,no
38,married,tertiary,1,no,no,342,no
53,married,primary,27,yes,no,230,yes
26,single,tertiary,13887,no,no,199,no
61,married,primary,1742,no,no,90,no
60,married,unknown,478,no,no,324,no
23,single,primary,1235,no,no,122,no
67,married,primary,708,no,no,96,no
38,single,tertiary,0,no,no,260,yes
72,married,secondary,17739,no,no,135,no
30,single,tertiary,440,yes,no,129,no
58,married,primary,4605,no,no,339,no
27,single,tertiary,-148,yes,no,146,no
56,single,secondary,2815,yes,no,212,yes
61,married,secondary,5207,no,no,336,no
42,married,secondary,3082,no,no,285,yes
36,married,tertiary,495,no,no,91,yes
20,single,unknown,479,no,no,158,no
47,married,secondary,1233,yes,no,91,yes
63,married,secondary,2747,no,no,113,no
73,married,unknown,739,no,no,210,yes
46,married,secondary,640,yes,no,108,yes
32,single,tertiary,2,yes,no,100,yes
73,married,tertiary,1843,no,no,106,yes
49,divorced,tertiary,315,no,no,240,no
28,single,secondary,322,no,no,240,yes
46,married,tertiary,7331,no,no,658,yes
74,married,primary,1765,no,no,290,yes
71,divorced,tertiary,1236,yes,no,335,yes
37,married,tertiary,0,no,no,155,no
31,single,tertiary,275,no,no,99,no
28,married,secondary,3,yes,no,112,no
41,divorced,secondary,6046,yes,yes,185,yes
20,single,secondary,29,no,no,85,no
28,single,tertiary,2380,no,no,394,no
73,married,primary,934,no,no,961,yes
37,married,tertiary,99,no,no,161,no
47,divorced,secondary,1013,no,no,170,yes
49,divorced,tertiary,596,yes,no,722,yes
48,married,tertiary,2351,no,no,150,yes
46,married,tertiary,273,yes,no,1962,yes
40,married,secondary,4775,no,no,215,yes
57,married,primary,3109,no,no,107,yes
50,married,secondary,388,no,no,173,yes
34,married,secondary,262,no,no,89,yes
56,married,secondary,654,no,no,875,yes
31,single,tertiary,64,no,no,208,no
32,single,tertiary,1855,no,no,126,yes
50,divorced,tertiary,810,no,no,91,yes
54,divorced,secondary,1664,no,no,106,yes
48,married,tertiary,2,no,no,103,no
26,single,tertiary,362,no,no,925,yes
33,married,tertiary,1323,no,no,109,no
50,married,tertiary,1612,no,no,188,no
40,married,tertiary,1293,no,no,1702,yes
31,single,tertiary,3384,no,no,153,yes
29,single,unknown,345,no,no,106,no
29,single,tertiary,874,yes,no,152,yes
40,married,secondary,1819,no,no,169,no
28,single,tertiary,865,no,no,177,no
76,married,secondary,242,no,no,994,no
52,married,primary,10943,no,no,292,yes
38,married,secondary,4539,no,no,387,yes
34,single,tertiary,417,yes,no,99,no
23,single,secondary,780,no,no,267,no
71,married,primary,4847,no,no,657,no
71,married,primary,0,no,no,246,no
35,single,tertiary,805,no,no,613,no
25,single,tertiary,553,yes,no,113,no
46,married,tertiary,2817,no,no,543,yes
